id,test_code,subject,content_domain,difficulty,question_type,review_status,reviewer,source_basis,duplicate_hash,stem_preview
5004-132,5004,Social Studies,"United States History, Government, and Citizenship",hard,single-select,human-reviewed,legacy-import,legacy-unknown,0b19ae827baf4480e8c6f217e030c81313e916ec3e379985b28f307d1e4e328d,Which activity best teaches students about civil disobedience?
5004-133,5004,Social Studies,"United States History, Government, and Citizenship",medium,single-select,human-reviewed,legacy-import,legacy-unknown,f1bc1f99fae118b8e20c8265626dbe4e650d671d4940fda74bf189f5efb23aa3,What is the role of the Supreme Court?
5004-134,5004,Social Studies,"United States History, Government, and Citizenship",easy,single-select,human-reviewed,legacy-import,legacy-unknown,95b46f4740fc0133203fe2ee639882eae5bdb92d73d2203c2a4540fb562c851f,What is a Amendment?
5004-135,5004,Social Studies,"United States History, Government, and Citizenship",hard,single-select,human-reviewed,legacy-import,legacy-unknown,9a5f429764352a8cb414deeb4365c3cab54e56bdea6c126beccd739ad3daa6c8,Why is the Commerce Clause important?
5002-126,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,7f0d89249914e861158ce25965553372dcae15c8b7efda84ad1f031fcf730e71,What is the purpose of footnotes?
5002-127,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,8d92ac63811713c4ff795869bcebf782eb99b4ba2a9948ad7db2546f3b61af01,Why might an author use stream of consciousness?
5002-128,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,a2d4a941e61268c6ee1539c0eec4875dbc63113aa3279b3f90b49aa5a5cf295d,Students struggle with metaphor comprehension. Which strategy helps?
5002-129,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,f95c6c523c427f2589a8aead27a22f564377940d103593c01b7f7152c8975217,What is the difference between a novel and a short story?
5002-130,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,a5d98e70b53e563b2452bcfa7c37884309ec45a492d71475cf64f450b0e31119,What is an allusion?
5002-131,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,d1a46a75751e269905c5f7ff5663a703007d49d8f7090730c533ec0aa029f5ff,Why is point of view important in understanding a text?
5002-132,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,46d7a4a800b266082e9ab06edd6b5176fe4446a0f464361404172a7e07b5d3d2,Which approach best develops inferential thinking?
5002-133,5002,Reading and Language Arts,Reading,medium,single-select,human-reviewed,legacy-import,legacy-unknown,fa6d92c63b62b7b46c5e771e2db88774873f82e983db4a9f9bcdc88b3309e3b3,What is satire?
5002-134,5002,Reading and Language Arts,Reading,easy,single-select,human-reviewed,legacy-import,legacy-unknown,bf09633ad4b087a2925f56dc9524d3350352b1744f55332ebc4a651257e08a4c,What is the difference between setting and plot?
5002-135,5002,Reading and Language Arts,Reading,hard,single-select,human-reviewed,legacy-import,legacy-unknown,6383ac4b72b2bf1682e57b970aa4d1b1058ef004552d13dcd3a93e1d87705bbc,Why do readers bring different interpretations to the same text?
5003-071,5003,Mathematics,Algebraic Thinking,easy,single-select,human-reviewed,legacy-import,legacy-unknown,5425a05fe70416198575222ca8cd35ade78bcfb0f1d7724d8a4eb5f355ea09e3,What is the value of x in 2x + 4 = 10?
5003-072,5003,Mathematics,Algebraic Thinking,medium,single-select,human-reviewed,legacy-import,legacy-unknown,23fc72ee77069e66ddf91b76b0aae9e0f2bc4fab68cad2166bf9236f3d6acff7,What is the slope-intercept form of a line?
5003-073,5003,Mathematics,Algebraic Thinking,hard,single-select,human-reviewed,legacy-import,legacy-unknown,044ab8b017b704a191f229f36617cc70fa1ad7b40d7819681e05824ea0abc595,Students write x + 5 = 12 as x = 17. What misconception is this?
5003-074,5003,Mathematics,Algebraic Thinking,medium,single-select,human-reviewed,legacy-import,legacy-unknown,51392f6e16402196ac8d3f2ef36375cd3903d8c1cbe51b28fce6b7ca1c8b1167,What is the y-intercept of y = -3x + 7?
5003-075,5003,Mathematics,Algebraic Thinking,easy,single-select,human-reviewed,legacy-import,legacy-unknown,6a904fd279e1d96a07b81407f085a303d45e1b99839c17e7966ac80ef8ff54ae,Simplify: 3(x + 2) - 4
5003-076,5003,Mathematics,Algebraic Thinking,medium,single-select,human-reviewed,legacy-import,legacy-unknown,c76cc921574e3b7da574e5db51c33f7b45929560a40d759176737970eb09cd71,What does the slope represent in a real-world context?
5003-077,5003,Mathematics,Algebraic Thinking,hard,single-select,human-reviewed,legacy-import,legacy-unknown,84385d632395b2faae4e66321d9a5444addf1076b882850a9b057517d47b72e4,Which representation best helps students understand solving equations?
5003-078,5003,Mathematics,Algebraic Thinking,medium,single-select,human-reviewed,legacy-import,legacy-unknown,b265db7522e793ec16145bbfe48a6cbde1055f0142dde8acd547e679c5f91987,What is a coefficient?
5003-079,5003,Mathematics,Algebraic Thinking,easy,single-select,human-reviewed,legacy-import,legacy-unknown,ff34168d231768b6f511b56c06f010664770dfab35c606431418de6b18ff58e5,What is the solution to 4x = 20?
5003-080,5003,Mathematics,Algebraic Thinking,hard,single-select,human-reviewed,legacy-import,legacy-unknown,2e0bcb07daf9b125363d1792ff70143b73f58131a0177c718e3f93e839a2b4f2,Which system has no solution?
5004-136,5004,Social Studies,"Geography, Anthropology, and Sociology",easy,single-select,human-reviewed,legacy-import,legacy-unknown,4a72fb3d5826ef0637737c0d3766c3580c901824a2143f2bcaf9134826f4c057,What is latitude?
5004-137,5004,Social Studies,"Geography, Anthropology, and Sociology",medium,single-select,human-reviewed,legacy-import,legacy-unknown,c0e59faa735967d2456798f6dbd2db6f053b52ac85d69f72cd63cafd6f580bf0,What is the Prime Meridian's significance?
5004-138,5004,Social Studies,"Geography, Anthropology, and Sociology",hard,single-select,human-reviewed,legacy-import,legacy-unknown,9d516663c620dfe09632dad212ebe7ab06b64edb6e06397d05f7d12937d9994c,Students think that maps are objective representations. How to correct?
5004-139,5004,Social Studies,"Geography, Anthropology, and Sociology",medium,single-select,human-reviewed,legacy-import,legacy-unknown,891b7caf5e715a654b94dcd9a9749ffe8951381e6474b3cefc8b4ddd9b364e2b,What is a continent?
5004-140,5004,Social Studies,"Geography, Anthropology, and Sociology",easy,single-select,human-reviewed,legacy-import,legacy-unknown,1918a6460d8e5ecdcdc229e9df6fbe3247c33b7ec97f8d55ce97978f30a54f76,What is the Tropic of Capricorn?
5004-141,5004,Social Studies,"Geography, Anthropology, and Sociology",medium,single-select,human-reviewed,legacy-import,legacy-unknown,7d2fb7a2037f777b69a3e60a2e778fd240e67ab1b0489cfd6a7823a2577430ef,What causes erosion?
5004-142,5004,Social Studies,"Geography, Anthropology, and Sociology",hard,single-select,human-reviewed,legacy-import,legacy-unknown,a5e2ca68e912474ce4eece5c68b91d8e9f9688cb4bfed131497a4f970e307bb9,Which approach best teaches students about environmental justice?
5004-143,5004,Social Studies,"Geography, Anthropology, and Sociology",medium,single-select,human-reviewed,legacy-import,legacy-unknown,b9c9ec51c5213f680a7c14ac99dec2f61d7485f6eb98de535c5c7087de8109e4,What is the International Date Line?
5004-144,5004,Social Studies,"Geography, Anthropology, and Sociology",easy,single-select,human-reviewed,legacy-import,legacy-unknown,674d63d3a41556da2dcce5418883f388b7188688c5d55306b71769d16e0e9e50,What is a climate zone?
5004-145,5004,Social Studies,"Geography, Anthropology, and Sociology",hard,single-select,human-reviewed,legacy-import,legacy-unknown,32abc6fd74b0660387b220c51b4896bc7d55c9be9e931e7fc984450264da429f,What is the 'tragedy of the commons'?
5005-154,5005,Science,Earth Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,08a126cb6446a87817bc6f9cf2ed92bce326088cdc83dd81fd9947ba1732752f,What is the mantle?
5005-155,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,5c9713512cbfce5600f9bf3d72efd968a15c09e76d20c80ad8c1052b0c71e53f,Why do tectonic plates move?
5005-156,5005,Science,Earth Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,143ce38e9f411f36dea2a4918141e9cb26df8e0639d6a3ec01d66b96da886799,Students think volcanoes only explode. How to correct?
5005-157,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,703bb9170d2b410abd9de1855eae7b857db30e35e86f61147ab838271857fd72,What is a fault?
5005-158,5005,Science,Earth Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,3fca5569ee554344a62a9d98a2047bd10916fb96e51256b219bd12804fad1337,What is the asthenosphere?
5005-159,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,85ea28d15e2dd2c99bbe814a868a09d95992a533758c7cc2846bbd22438be95a,How do mountains form at convergent boundaries?
5005-160,5005,Science,Earth Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,9efd9356b386a6ca6d33a1f04176471999423ced89a6278a3f7001bbe7317dca,Which demonstration best shows seismic wave behavior?
5005-161,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,47d13f6f837c88acc86b44cde264e281e992ea23459c114334241ac92692a2ba,What is the lithosphere?
5005-162,5005,Science,Earth Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,0b6e669373b1c9a52d0c33456a4d1367add2806b57bff676f4d966923e4fa339,Why do many subduction zones produce volcanic arcs?
5005-163,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,5202293617686a3200a8058750b44d7c147c0f148595ca76445e3133353c6b15,What is natural selection?
5005-164,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,b8fc312684275dd61d85f403f209b925a1d74cfcc9a58c2ff37abc83ea157a63,What is the role of biodiversity?
5005-165,5005,Science,Life Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,6884370afa76cf13b5e7758f4b0fabda04000b26f744c5236b00a54dd462e3e7,Students think that evolution means 'progress.' How to correct?
5005-166,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,45d21ee7b6e4d693ec9b77ef9168dc44d579eaaa6d928d4a924ecd169e302ac3,What is an ecological niche?
5005-167,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,7d6ed3d14872001a407f425f2a242c4d61664340b1723e3e65bdf94502076db0,What is an adaptation?
5005-168,5005,Science,Life Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,6c27681c0c9ce684837f651fcdaaa99f7d9f28d74def544dceef309a9ab3357b,Why do antibiotics lose effectiveness over time?
5005-169,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,a3ca1419cd94da70a89a578a41111313e542b81866c3a3d6bfa4fbcb45ed4442,Which lab best demonstrates photosynthesis?
5005-170,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,67d225fdccc0bf45329219a9c798634b00f4013d513a4dcc7e7249a6ee7e3491,What is the food chain?
5005-171,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,99c8b8bd45f5ea2011938781a7356bace9925f0ea2646eca4079e2dfcf65f696,What is speciation?
5005-172,5005,Science,Life Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,142eba6133433c79b8bbfcb1478e62daf66d9c9ecc7307fd5b3d9753e6f4ae1e,Which approach best addresses the misconception that organisms 'try' to adapt?
5005-173,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,641b7973fb96a23d28a4539eb3cfc3a113c65b0ff9e2eb22e3a6ebb2c0631935,What is Newton's second law?
5005-174,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,514b286562308869f3d2879eba15e63305f74e6273638d9e3933f460b62a56cc,What is the law of conservation of energy?
5005-175,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,2fa9a8a0067401f3f4ce84527dd3cae6956d13b86193b2ec8ee242e58235a105,Students think that energy is used up. How to correct?
5005-176,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,575422c3c143cee1bf8c3d706ec74b68010a8f041d0bb33b96428653fea3cd86,What is the unit of work?
5005-177,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,14f466e25a5bf1f71a24b3497ddc9d3be833fda624f3b14ead05714aaa1dc6c1,What is density formula?
5005-178,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,f6d0b0859953dae346f052a975218ba4e0af00237c13498a343f76da325c65c7,Why do objects float or sink?
5005-179,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,98fcd6ad06f8c06e41fcec51e05cfedde5b9f55396a997023939fc4877d3b761,Which experiment best demonstrates pressure?
5005-180,5005,Science,Physical Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,4abf28e01df46e58760c890455fe583fccd13ad213f5a261f79641f07db3a1f1,What is potential energy?
5005-181,5005,Science,Physical Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,686e5adebf56462598acc547b61d26be7886d16ec83233610d440a6058a7a0d1,What is a conductor?
5005-182,5005,Science,Physical Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,0881cdda29a09d40672e7a273886b44e1ca68dafbbb8caf267de36089264993e,Why do mirages occur?
5003-081,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",easy,single-select,human-reviewed,legacy-import,legacy-unknown,8addad2dfbb1e3658391c224fde8c0664669d4d43d11d19fd3db555053bf7148,What is the area of a rectangle with length 5 and width 3?
5003-082,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",medium,single-select,human-reviewed,legacy-import,legacy-unknown,d218c8102c962295420c0132389a33db6285524724c505b2b53bf54aaab2d5c1,"What is the mean of 4, 6, 8, 10, 12?"
5003-083,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",hard,single-select,human-reviewed,legacy-import,legacy-unknown,a3e0dcb19aaa0e91e7dd17bc05097c2045f969dac2101229a8c29c0b65652cb3,Students confuse area and perimeter. Which activity distinguishes them?
5003-084,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",medium,single-select,human-reviewed,legacy-import,legacy-unknown,4ccec56fdfc9a657251e84453037f8a8731dd119f3cd741699bfa834ac0ff421,What is the volume of a cube with side 4 cm?
5003-085,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",easy,single-select,human-reviewed,legacy-import,legacy-unknown,f81fa4d966553869efa1ca0915365a736bf6f55a8ddb7527487bbc3b455ae3ff,"What is the mode of 2, 3, 3, 5, 7, 7, 7, 9?"
5003-086,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",medium,single-select,human-reviewed,legacy-import,legacy-unknown,f8528d5e67c43126e8281c9ed0efc04b4b19d3e322805d47676ace2dd048e526,What is the probability of rolling a 3 on a fair six-sided die?
5003-087,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",hard,single-select,human-reviewed,legacy-import,legacy-unknown,ac6ae161a190271f2982c3235b9379f43057a9ad2125fd54717ebff1b7ad6a42,Which tool best helps students visualize 3D geometry?
5003-088,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",medium,single-select,human-reviewed,legacy-import,legacy-unknown,dbdc95c1aa21cdf2427c721f01d1a66cf63b1034f797d4acf71565e6e038e75f,What is the circumference of a circle with radius 7 (use π ≈ 3.14)?
5003-089,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",easy,single-select,human-reviewed,legacy-import,legacy-unknown,caedac7f0b7d3947cd57ffadbf73405b4cb3833016c84341b2c73f4c01c8d48c,"What is the median of 3, 7, 9, 12, 15?"
5003-090,5003,Mathematics,"Geometry and Measurement, Data, Statistics, and Probability",hard,single-select,human-reviewed,legacy-import,legacy-unknown,dcdd45b9d189edefa235a147c635ca4c478b8ade143e1efb88d112fc7c652732,What is the difference between independent and dependent events in probability?
5004-146,5004,Social Studies,"United States History, Government, and Citizenship",easy,single-select,human-reviewed,legacy-import,legacy-unknown,02cbc6d5ee5e5f34660f42abab2355decc56b10df479cdea5e763e3a5c66bfc5,What year did the Constitution go into effect?
5004-147,5004,Social Studies,"United States History, Government, and Citizenship",medium,single-select,human-reviewed,legacy-import,legacy-unknown,069a2a6b33d8f27509c0fa60e3f2b4db066a995e2f7a1a7ceaaf8031473a364d,What is federalism?
5004-148,5004,Social Studies,"United States History, Government, and Citizenship",hard,single-select,human-reviewed,legacy-import,legacy-unknown,21061429c25f3918a1687f776e1b770cf916d750f4010dee7064f01ecd655643,Students think the Bill of Rights protects only famous rights. How to broaden understanding?
5004-149,5004,Social Studies,"United States History, Government, and Citizenship",medium,single-select,human-reviewed,legacy-import,legacy-unknown,9bfc9f298f957a9c0069f4b6483747df4945365532634094716a1751bed55911,What is the function of the Cabinet?
5004-150,5004,Social Studies,"United States History, Government, and Citizenship",easy,single-select,human-reviewed,legacy-import,legacy-unknown,7bac8c31055542d5dc558a8bc310bcede67cff39928859a14898b509539f6032,How many amendments has the Constitution had?
5004-151,5004,Social Studies,"United States History, Government, and Citizenship",medium,single-select,human-reviewed,legacy-import,legacy-unknown,dc5250ef5388d84c60365d0536c9c9773687a78750567bde7df5bda8c680509c,What is the tension between federal and state power called?
5004-152,5004,Social Studies,"United States History, Government, and Citizenship",hard,single-select,human-reviewed,legacy-import,legacy-unknown,ed6cb4f9c7a520d0b515958504dad4b7b18b6bca448c065547f0d033982f0622,Which simulation best teaches civic engagement?
5004-153,5004,Social Studies,"United States History, Government, and Citizenship",medium,single-select,human-reviewed,legacy-import,legacy-unknown,49a2489853e5e86573e8acfbd9c1507948f2978cfbbb44950b5e7b4384728d25,What is a filibuster?
5004-154,5004,Social Studies,"United States History, Government, and Citizenship",hard,single-select,human-reviewed,legacy-import,legacy-unknown,748395d8554ba74128cf0679e0417417cb9eea3e80d3c9abf6767ebea59a8900,What is the significance of Gibbons v. Ogden?
5002-136,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,cb394ac7621754d6a4fdf27d2fcc3d0cfdf528b7c0069440a4b8d8e59bc1d8e2,Why is audience awareness important in writing?
5002-137,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,c2888eff7504bc6540f3932670b8867f461b35bd619f918d1b5f4a2f614fc4b7,Students write rambling paragraphs without clear structure. Which strategy helps?
5002-138,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,18a2c5e8dda45c700213f28981e60414b077f219d04b771f65c2fbfa2416c84e,What is the difference between informal and formal writing?
5002-139,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,0a324f0f2052857159381126ef414775b980dc06db3a5002baf13fa308b1f239,Which approach best develops students' argumentative writing?
5002-140,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,2c3d38d1ca147a1ad6b679742e57cf4e1cb65ff8d94e8ac0df16b77344d064e5,What is a topic sentence?
5002-141,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,72e7cbe85c9be1dc5efb88ec96c1e55205c406591080219623b4f182c7c06b66,What is parallel structure?
5002-142,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,803fc390b4948a2d67de6e85346431e66ea045cf70262c1e5711794f24f4a860,Why is sentence variety important in writing?
5005-183,5005,Science,Earth Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,3ced30d11e2324872c91724d1eb32c2ecfc4353a088a8982e5904fddb07ac754,What is the inner core made of?
5005-184,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,c3f674d30bed023e2c900727b90e0d9f8648944d10202b71f3688f438eefbc5a,Why does Earth have seasons?
5005-185,5005,Science,Earth Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,9f2cae1fbad5b0f754a7d8874e5352d95b5837ddfa20a9ec10d82d739d50d09d,Students think seasons are caused by Earth's distance from the sun. How to correct?
5005-186,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,a81f017b2afdd0242833783cb676bd1735bfc7ad6125af3c5a1b2963063d30c6,What is a mineral?
5005-187,5005,Science,Earth Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,d0c554b654745f67519af7bec2b21891124ee2ff244fcf7aba1db739b4dd68ef,Which observation best teaches students about rock formation?
5005-188,5005,Science,Earth Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,e716ec976a728080e7835a97784e9a18731d58ad77c1c9a2a77a393c753bc7c8,What is precipitation?
5005-189,5005,Science,Earth Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,b02d1d1d46d02c26a2ff152157e4662e46d1f6b436b61b2b12e40a73a933b44a,What is the atmosphere's main gas?
5005-190,5005,Science,Earth Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,1a0f09e9d9b1b362f5b263fcb769a91dd05495727686a227450aed9c778b3b13,Why is the ozone layer important?
5003-091,5003,Mathematics,Numbers and Operations,easy,single-select,human-reviewed,legacy-import,legacy-unknown,94f49b64e7b2357f083a11f5817723f36fd63900ce864c832db958cab5476bf2,What is 15% of 200?
5003-092,5003,Mathematics,Numbers and Operations,medium,single-select,human-reviewed,legacy-import,legacy-unknown,8d7321d9b7e78749e19c1a2b5afd5daeda67da7ed22e80ee01226beedf7b81aa,Why is 0.999... equal to 1?
5003-093,5003,Mathematics,Numbers and Operations,hard,single-select,human-reviewed,legacy-import,legacy-unknown,af248d6705cdc6bed8ecef2b2d8db732762cc28c9f535ead7a40c5722fff6e1c,Students think that dividing always makes numbers smaller. What counterexample works?
5003-094,5003,Mathematics,Numbers and Operations,easy,single-select,human-reviewed,legacy-import,legacy-unknown,2560e558512b3423430e90f30b65252b2e72ac72565d9b52dca7e4962b728c65,What is the GCF of 12 and 18?
5003-095,5003,Mathematics,Numbers and Operations,medium,single-select,human-reviewed,legacy-import,legacy-unknown,77083f13c24a3412589c78e4f794342eef0b2925b092938ecef4753f3f1faa3e,What is the difference between rational and irrational numbers?
5003-096,5003,Mathematics,Numbers and Operations,hard,single-select,human-reviewed,legacy-import,legacy-unknown,1d31ca0465a8ab5044dbe38dd361a1539cb2166e314abe320d53c8e7fe1ad970,Which model best helps students understand negative numbers?
5003-097,5003,Mathematics,Numbers and Operations,medium,single-select,human-reviewed,legacy-import,legacy-unknown,c91ef23b9c6d898ec65e96b2eafbce3de151b056a0a30741f9d2f2309c16e872,What is 2/3 + 1/4?
5004-155,5004,Social Studies,World History and Economics,easy,single-select,human-reviewed,legacy-import,legacy-unknown,e81dc0ba4681c3117ab2be5f260cb6d0175945fdf49ee84cdc227d368ab49542,What is the Industrial Revolution's origin country?
5004-156,5004,Social Studies,World History and Economics,medium,single-select,human-reviewed,legacy-import,legacy-unknown,c07355e91ea2681548abcbfa4faa62382d6a0e4f9b2fb92022727743dbe5fa8b,What was the immediate trigger of World War I?
5004-157,5004,Social Studies,World History and Economics,hard,single-select,human-reviewed,legacy-import,legacy-unknown,0818e558bc1f5abbe48886a51c2df072690c3ecbeb87bc90493cdbb450467957,Which approach best teaches students about economic systems?
5004-158,5004,Social Studies,World History and Economics,medium,single-select,human-reviewed,legacy-import,legacy-unknown,4f3ddfaabb775c62bf4610c24610ff9ebb7d2ab16db080567c4f6ff238701593,What is globalization?
5004-159,5004,Social Studies,World History and Economics,easy,single-select,human-reviewed,legacy-import,legacy-unknown,e2c338bd8b0f03bf10b580aaae1e19d55b0c2de3fccb9895a1eeebeb1e0e3391,Which ancient civilization invented writing?
5004-160,5004,Social Studies,World History and Economics,medium,single-select,human-reviewed,legacy-import,legacy-unknown,a962eb90cb4ca38953278cf9054f97ca431221f5dbd6f8e594be79e05790cad7,What was the significance of the Silk Road?
5004-161,5004,Social Studies,World History and Economics,hard,single-select,human-reviewed,legacy-import,legacy-unknown,31d93cedb5047adb6eb7c88fdeb8586a4eb8aecb15279540819bf2b88098325b,Students think that economic history is just about money. How to broaden perspective?
5002-143,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,53896e29ccee94e6eaa20ff24cdd432dcd9651f52ad5d749f06a7e90c756e003,What is the purpose of a concluding paragraph?
5002-144,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,f7f5053a52f5ec924db301a5321af1dd3c60a807108eeb673be84d2b14985209,Why is evidence important in argumentative writing?
5002-145,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,1687bec288d92be4687aa7be9e2f1769a143e0e5d65ad5137ffe7f91337c42c7,Which activity best develops listening skills?
5002-146,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,7213426e65e54c2972f25a88f39bda0162cc2aa1d8c76a2aab7901bc7013132f,What is a citation?
5002-147,5002,Reading and Language Arts,"Writing, Speaking, and Listening",easy,single-select,human-reviewed,legacy-import,legacy-unknown,0044b366746431b8906647319dc1db85b52a3b25824d35e818582691c10370ce,What is a summary?
5002-148,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,e18de1a2b1a4e7982275ce352055aab498f392e56de53407c7d6a6718e1fcd28,Why is voice important in persuasive writing?
5002-149,5002,Reading and Language Arts,"Writing, Speaking, and Listening",hard,single-select,human-reviewed,legacy-import,legacy-unknown,1044011fa0e7964f4f29aa0102e62e476911c965d62f8d8851d725a017154ce1,Students use weak vocabulary repeatedly. Which strategy helps?
5002-150,5002,Reading and Language Arts,"Writing, Speaking, and Listening",medium,single-select,human-reviewed,legacy-import,legacy-unknown,0bb9b546a2ec42d8c9129431515c5d6a444fb0878a9ad4455e1298d19821361a,What is the difference between facts and opinions?
5005-191,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,76dbbaf2dc72010c9a57d9332798f3d0ec959fb90868493230cfefff8175f2d4,What is the role of enzymes?
5005-192,5005,Science,Life Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,171f3bcc00b8efee4564d83d072bb7a845c4ac300aaa468397d3fae55f1b4fba,Students describe cells as simple building blocks. Which instructional response would best deepen th
5005-193,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,1e2156236dc96d41ee8c9049fce948c6f8d666fdd9d8777e1c5fc517d39e615d,What is osmosis?
5005-194,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,1926333850ed44be77a8e1211d174936d56e2d79a41ec94015d02e02f903082e,What is the cell membrane's main function?
5005-195,5005,Science,Life Science,hard,single-select,human-reviewed,legacy-import,legacy-unknown,10a5f1fa78e9ec3959174f5f79b40d2fc3d80d49ac8032434290f50c144113cd,Why do red blood cells lack a nucleus?
5005-196,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,01beaec5066cb9af9a23f86b60a467b6b9a8ad12f26b02994b1b15be00918472,Which model best represents the cell membrane?
5005-197,5005,Science,Life Science,medium,single-select,human-reviewed,legacy-import,legacy-unknown,674259e610b1d300c28c82e61372af6924ed8c37088d3208dd8f4cac95d344a1,What is ATP?
5005-198,5005,Science,Life Science,easy,single-select,human-reviewed,legacy-import,legacy-unknown,9719a7cf1ab11fa136f5396b6cfb6037f81438c8bc36b8ccd0e8590cbb5fc1f6,What is DNA's shape?
